Label,FileName,right_eye_x,right_eye_y,right_eye_z,right_eye_v,right_ear_x,right_ear_y,right_ear_z,right_ear_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v
Bad1,1.jpg,0.7356584072113037,0.021897077560424805,-0.43040794134140015,0.999916672706604,0.6950907111167908,-0.0005441904067993164,-0.3269996643066406,0.9999438524246216,0.6221418976783752,0.20382803678512573,-0.4036109745502472,0.9983047246932983,0.5059307813644409,0.6630944609642029,-0.16649727523326874,0.9840894937515259
Bad1,10.jpg,0.7366366982460022,0.02984452247619629,-0.419021874666214,0.9999347925186157,0.698440670967102,0.007239639759063721,-0.34168341755867004,0.9999548196792603,0.6208789348602295,0.2063281536102295,-0.40761300921440125,0.9988530874252319,0.5120030641555786,0.6478372812271118,-0.14547128975391388,0.9892629981040955
Bad1,100.jpg,0.7154563665390015,-0.018829166889190674,-0.24733515083789825,0.9983538389205933,0.6742503046989441,-0.020602047443389893,-0.29086074233055115,0.9986407160758972,0.6120839715003967,0.1611958146095276,-0.38129961490631104,0.9977796673774719,0.494466632604599,0.6768675446510315,-0.15157178044319153,0.9868364334106445
Bad1,101.jpg,0.7199603915214539,-0.0068212151527404785,-0.30909463763237,0.9996323585510254,0.6811109781265259,-0.014975547790527344,-0.3098919689655304,0.9996389150619507,0.6125392317771912,0.17166224122047424,-0.38634389638900757,0.9980170726776123,0.49520251154899597,0.6828311681747437,-0.15045826137065887,0.9907116293907166
Bad1,102.jpg,0.7176076173782349,-0.009940266609191895,-0.34343355894088745,0.9996341466903687,0.6759681105613708,-0.009186267852783203,-0.3264918923377991,0.9995872378349304,0.6212539672851562,0.17257648706436157,-0.3958331346511841,0.9980467557907104,0.4939817488193512,0.6731864809989929,-0.14297114312648773,0.9910768270492554
Bad1,103.jpg,0.7285192012786865,0.00033080577850341797,-0.24231991171836853,0.999082088470459,0.6919166445732117,0.0020278096199035645,-0.2990202009677887,0.999116837978363,0.6303394436836243,0.1738501489162445,-0.38348034024238586,0.9983057975769043,0.4961644411087036,0.6769998073577881,-0.14838820695877075,0.9930229187011719
Bad1,104.jpg,0.7330114245414734,-0.007532775402069092,-0.39023444056510925,0.9998267292976379,0.693224310874939,-0.01567453145980835,-0.3443581461906433,0.9997907280921936,0.6308117508888245,0.18113809823989868,-0.41451960802078247,0.9973697662353516,0.49436503648757935,0.6760839819908142,-0.14382359385490417,0.9883657693862915
Bad1,105.jpg,0.7416260242462158,0.01036447286605835,-0.42202192544937134,0.9998575448989868,0.6985083818435669,-0.00903332233428955,-0.36359846591949463,0.9998027682304382,0.6325613260269165,0.1953035295009613,-0.42216095328330994,0.9976677298545837,0.49800994992256165,0.662942111492157,-0.1385628879070282,0.9908985495567322
Bad1,106.jpg,0.7468187808990479,0.009892582893371582,-0.40377458930015564,0.9998564720153809,0.7020845413208008,-0.005787372589111328,-0.33612775802612305,0.9998173117637634,0.6382220983505249,0.1929292380809784,-0.39997678995132446,0.9971852898597717,0.49974122643470764,0.669330358505249,-0.13840270042419434,0.9885244965553284
Bad1,107.jpg,0.7610828876495361,0.021211564540863037,-0.4058762192726135,0.9998632669448853,0.7179726362228394,0.0052686333656311035,-0.3649018406867981,0.9998636245727539,0.6517682671546936,0.22867608070373535,-0.4359225928783417,0.9984727501869202,0.5056280493736267,0.6686422228813171,-0.1454249769449234,0.9936091899871826
