Label,FileName,right_eye_x,right_eye_y,right_eye_z,right_eye_v,right_ear_x,right_ear_y,right_ear_z,right_ear_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v
Bad1,1.jpg,0.7358599901199341,0.020702362060546875,-0.4363143742084503,0.9999125003814697,0.6964997053146362,0.0025971531867980957,-0.3298868238925934,0.9999409914016724,0.6225219964981079,0.208357572555542,-0.4099912643432617,0.9985567927360535,0.5037540793418884,0.6611673831939697,-0.16932828724384308,0.9848878383636475
Bad1,10.jpg,0.7373915910720825,0.027184009552001953,-0.410889595746994,0.999950647354126,0.6970846056938171,0.0028477907180786133,-0.3361065983772278,0.9999661445617676,0.6223705410957336,0.2068929672241211,-0.4031136929988861,0.9988861680030823,0.5136908292770386,0.6467985510826111,-0.14315132796764374,0.9910596013069153
Bad1,100.jpg,0.7138780951499939,-0.024677693843841553,-0.2535133361816406,0.9988023042678833,0.6728111505508423,-0.026318669319152832,-0.280565083026886,0.9989606142044067,0.6128939986228943,0.16154775023460388,-0.3704490661621094,0.9981021285057068,0.4957530200481415,0.6752091646194458,-0.1520773321390152,0.9876954555511475
Bad1,101.jpg,0.7208413481712341,-0.013121247291564941,-0.2773696482181549,0.9989845156669617,0.6812860369682312,-0.01936936378479004,-0.3094412386417389,0.9990262985229492,0.6139739751815796,0.17336046695709229,-0.38716134428977966,0.997014045715332,0.4955351650714874,0.6814127564430237,-0.14816971123218536,0.986362636089325
Bad1,102.jpg,0.7220249176025391,-0.005503296852111816,-0.24402041733264923,0.9989930987358093,0.683470606803894,-0.0021522045135498047,-0.29541972279548645,0.9989994168281555,0.6239584684371948,0.17162442207336426,-0.377364844083786,0.9978649020195007,0.49499523639678955,0.6783509254455566,-0.1469898521900177,0.9893159866333008
Bad1,103.jpg,0.724235475063324,-0.0027631521224975586,-0.2560510039329529,0.9991827607154846,0.6869797110557556,-0.004180431365966797,-0.2956894636154175,0.9992057681083679,0.6286174058914185,0.17920860648155212,-0.3771786093711853,0.9989325404167175,0.4946697950363159,0.6691871285438538,-0.14556469023227692,0.9941185712814331
Bad1,104.jpg,0.7320826053619385,-0.020963847637176514,-0.4128287136554718,0.9997383952140808,0.692818820476532,-0.029216110706329346,-0.3532254993915558,0.9996582269668579,0.6340504884719849,0.17750966548919678,-0.4119286835193634,0.997498095035553,0.49719592928886414,0.656751275062561,-0.1392752230167389,0.9832559823989868
Bad1,105.jpg,0.7426296472549438,0.0046762824058532715,-0.426815003156662,0.9998878240585327,0.699713945388794,-0.0096510648727417,-0.3676995635032654,0.9998524188995361,0.6320657134056091,0.19449177384376526,-0.43021732568740845,0.9975869655609131,0.49801623821258545,0.665284276008606,-0.1420808583498001,0.9908785223960876
Bad1,106.jpg,0.750224769115448,0.010919034481048584,-0.38308054208755493,0.9998631477355957,0.7044531106948853,-0.002539336681365967,-0.3301207423210144,0.9998326301574707,0.6380628943443298,0.19589197635650635,-0.4006351828575134,0.9973170161247253,0.49566829204559326,0.683702826499939,-0.14237669110298157,0.9911240339279175
Bad1,107.jpg,0.7644972205162048,0.027742087841033936,-0.39470452070236206,0.9997943043708801,0.722501814365387,0.011146187782287598,-0.3713338077068329,0.9997993111610413,0.6533898115158081,0.22956949472427368,-0.44239312410354614,0.9982572197914124,0.5071446895599365,0.6655067205429077,-0.1432371735572815,0.9928991794586182
